# Result of Exception Analysis....

1A	[signaler] NoSuchElementException	org.argouml.util.SingleElementIterator	next(		[handler] Throwable	org.argouml.cognitive.Designer	run(	
23V	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23W	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23X	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23Y	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23Z	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23[	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23\	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23]	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23^	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23_	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23`	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23a	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23b	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23c	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23d	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23e	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23f	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23g	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23h	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23i	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23j	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23k	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23l	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23m	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23n	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23o	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23p	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23q	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23r	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23s	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23t	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23u	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23v	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23w	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23x	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
24A	[signaler] NullPointerException	org.argouml.persistence.ToDoItemXMLHelper	ToDoItemXMLHelper(org.argouml.cognitive.ToDoItem)	CognitiveSupport	[handler] Throwable	org.argouml.uml.cognitive.ProjectMemberTodoList	getToDoList(	
25A	[signaler] UnresolvableException	org.argouml.cognitive.ResolvedCritic	importOffenders(org.argouml.cognitive.ListSet,boolean)	CognitiveSupport	[handler] UnresolvableException	org.argouml.cognitive.ResolvedCritic	ResolvedCritic(org.argouml.cognitive.Critic,org.argouml.cognitive.ListSet,boolean)	CognitiveSupport
26A	[signaler] UnresolvableException	org.argouml.cognitive.ResolvedCritic	ResolvedCritic(org.argouml.cognitive.Critic,org.argouml.cognitive.ListSet,boolean)	CognitiveSupport	[handler] UnresolvableException	org.argouml.cognitive.ToDoList	addE(org.argouml.cognitive.ToDoItem)	CognitiveSupport
27A	[signaler] UnresolvableException	org.argouml.cognitive.ResolvedCritic	getCriticString(org.argouml.cognitive.Critic)		[handler] UnresolvableException	org.argouml.cognitive.ResolvedCritic	ResolvedCritic(org.argouml.cognitive.Critic,org.argouml.cognitive.ListSet,boolean)	CognitiveSupport
28A	[signaler] ProfileException	org.argouml.profile.URLModelLoader	loadModel(java.net.URL,java.net.URL)		[handler] ProfileException	org.argouml.profile.internal.ProfileManagerImpl	refreshRegisteredProfiles(	
28B	[signaler] ProfileException	org.argouml.profile.URLModelLoader	loadModel(java.net.URL,java.net.URL)		[handler] ProfileException	org.argouml.profile.internal.ProfileManagerImpl	loadDefaultProfilesfromConfiguration(	
28C	[signaler] ProfileException	org.argouml.profile.URLModelLoader	loadModel(java.net.URL,java.net.URL)		[handler] ProfileException	org.argouml.profile.internal.ProfileManagerImpl	ProfileManagerImpl(	
28D	[signaler] ProfileException	org.argouml.profile.URLModelLoader	loadModel(java.net.URL,java.net.URL)		[handler] ProfileException	org.argouml.profile.internal.ProfileManagerImpl	ProfileManagerImpl(	
28E	[signaler] ProfileException	org.argouml.profile.URLModelLoader	loadModel(java.net.URL,java.net.URL)		[handler] ProfileException	org.argouml.profile.internal.ProfileManagerImpl	ProfileManagerImpl(	
28F	[signaler] ProfileException	org.argouml.profile.URLModelLoader	loadModel(java.net.URL,java.net.URL)		[handler] ProfileException	org.argouml.profile.init.ProfileLoader	loadProfilesFromJarFile(java.util.jar.Manifest,java.io.File,java.lang.ClassLoader)	
29A	[signaler] ProfileException	org.argouml.profile.UserDefinedProfile	UserDefinedProfile(java.io.File)		[handler] ProfileException	org.argouml.profile.internal.ProfileManagerImpl	refreshRegisteredProfiles(	
29B	[signaler] ProfileException	org.argouml.profile.UserDefinedProfile	UserDefinedProfile(java.io.File)		[handler] ProfileException	org.argouml.profile.internal.ProfileManagerImpl	loadDefaultProfilesfromConfiguration(	
30A	[signaler] ProfileException	org.argouml.profile.internal.ProfileJava	ProfileJava(org.argouml.profile.Profile)		[handler] ProfileException	org.argouml.profile.internal.ProfileManagerImpl	ProfileManagerImpl(	
31A	[signaler] ProfileException	org.argouml.profile.FileModelLoader	loadModel(org.argouml.profile.ProfileReference)		[handler] ProfileException	org.argouml.profile.internal.ProfileManagerImpl	refreshRegisteredProfiles(	
31B	[signaler] ProfileException	org.argouml.profile.FileModelLoader	loadModel(org.argouml.profile.ProfileReference)		[handler] ProfileException	org.argouml.profile.internal.ProfileManagerImpl	loadDefaultProfilesfromConfiguration(	
32A	[signaler] ProfileException	org.argouml.profile.URLModelLoader	loadModel(java.net.URL,java.net.URL)		[handler] ProfileException	org.argouml.profile.internal.ProfileManagerImpl	refreshRegisteredProfiles(	
32B	[signaler] ProfileException	org.argouml.profile.URLModelLoader	loadModel(java.net.URL,java.net.URL)		[handler] ProfileException	org.argouml.profile.internal.ProfileManagerImpl	loadDefaultProfilesfromConfiguration(	
32C	[signaler] ProfileException	org.argouml.profile.URLModelLoader	loadModel(java.net.URL,java.net.URL)		[handler] ProfileException	org.argouml.profile.internal.ProfileManagerImpl	ProfileManagerImpl(	
32D	[signaler] ProfileException	org.argouml.profile.URLModelLoader	loadModel(java.net.URL,java.net.URL)		[handler] ProfileException	org.argouml.profile.internal.ProfileManagerImpl	ProfileManagerImpl(	
32E	[signaler] ProfileException	org.argouml.profile.URLModelLoader	loadModel(java.net.URL,java.net.URL)		[handler] ProfileException	org.argouml.profile.internal.ProfileManagerImpl	ProfileManagerImpl(	
32F	[signaler] ProfileException	org.argouml.profile.URLModelLoader	loadModel(java.net.URL,java.net.URL)		[handler] ProfileException	org.argouml.profile.init.ProfileLoader	loadProfilesFromJarFile(java.util.jar.Manifest,java.io.File,java.lang.ClassLoader)	
33A	[signaler] ProfileException	org.argouml.profile.internal.ProfileMeta	ProfileMeta(		[handler] ProfileException	org.argouml.profile.internal.ProfileManagerImpl	ProfileManagerImpl(	
34A	[signaler] ProfileException	org.argouml.profile.internal.ProfileUML	ProfileUML(		[handler] ProfileException	org.argouml.profile.internal.ProfileManagerImpl	ProfileManagerImpl(	


# Errors found on analysis....

ExceptionalInterface error: O método não foi encontrado nos arquivos coloridos.
	Exception: [IllegalArgumentException, UnsupportedOperationException, RuntimeException, IllegalStateException]
	Method: Lorg/argouml/ui/targetmanager/TargetManager$HistoryManager#access$2(Lorg/argouml/ui/targetmanager/TargetManager$HistoryManager;)V
	Note: 

ExceptionalInterface error: O método não foi encontrado nos arquivos coloridos.
	Exception: [IllegalArgumentException]
	Method: Lorg/argouml/profile/internal/ProfileJava$1#getDefaultReturnType()Ljava/lang/Object;
	Note: 

ExceptionalInterface error: O método não foi encontrado nos arquivos coloridos.
	Exception: [IllegalArgumentException]
	Method: Lorg/argouml/cognitive/Goal#<clinit>()V
	Note: 

ExceptionalInterface error: O método não foi encontrado nos arquivos coloridos.
	Exception: [IllegalArgumentException]
	Method: Lorg/argouml/kernel/DefaultUndoManager$InteractionStack#push(Lorg/argouml/kernel/DefaultUndoManager$Interaction;)Lorg/argouml/kernel/DefaultUndoManager$Interaction;
	Note: 

ExceptionalInterface error: O método não foi encontrado nos arquivos coloridos.
	Exception: [IllegalArgumentException, UnsupportedOperationException, RuntimeException, IllegalStateException]
	Method: Lorg/argouml/ui/targetmanager/TargetManager$HistoryManager#access$3(Lorg/argouml/ui/targetmanager/TargetManager$HistoryManager;)V
	Note: 

ExceptionalInterface error: O método não foi encontrado nos arquivos coloridos.
	Exception: [IllegalArgumentException]
	Method: Lorg/argouml/uml/cognitive/critics/WizOperName#Lorg/argouml/uml/cognitive/critics/WizOperName()V
	Note: 

ExceptionalInterface error: O método não foi encontrado nos arquivos coloridos.
	Exception: [IllegalArgumentException, UnsupportedOperationException]
	Method: Lorg/argouml/uml/cognitive/critics/InitCognitiveCritics#<clinit>()V
	Note: 

ExceptionalInterface error: O método não foi encontrado nos arquivos coloridos.
	Exception: [IllegalArgumentException]
	Method: Lorg/argouml/profile/internal/ProfileJava$1#getDefaultAttributeType()Ljava/lang/Object;
	Note: 

ExceptionalInterface error: O método não foi encontrado nos arquivos coloridos.
	Exception: [IllegalArgumentException]
	Method: Lorg/argouml/pattern/cognitive/critics/InitPatternCritics#<clinit>()V
	Note: 

ExceptionalInterface error: O método não foi encontrado nos arquivos coloridos.
	Exception: [IllegalArgumentException, RuntimeException]
	Method: Lorg/argouml/kernel/ProjectManager$1#execute()Ljava/lang/Object;
	Note: 

ExceptionalInterface error: O método não foi encontrado nos arquivos coloridos.
	Exception: [IllegalArgumentException]
	Method: Lorg/argouml/language/java/cognitive/critics/InitJavaCritics#<clinit>()V
	Note: 

ExceptionalInterface error: O método não foi encontrado nos arquivos coloridos.
	Exception: [IllegalArgumentException]
	Method: Lorg/argouml/application/Main$1#i18nlocalize(Ljava/lang/String;)Ljava/lang/String;
	Note: 

ExceptionalInterface error: O método não foi encontrado nos arquivos coloridos.
	Exception: [IllegalArgumentException]
	Method: Lorg/argouml/kernel/DefaultUndoManager$RedoStack#push(Lorg/argouml/kernel/DefaultUndoManager$Interaction;)Lorg/argouml/kernel/DefaultUndoManager$Interaction;
	Note: 

ExceptionalInterface error: O método não foi encontrado nos arquivos coloridos.
	Exception: [IllegalArgumentException]
	Method: Lorg/argouml/kernel/DefaultUndoManager$UndoStack#push(Lorg/argouml/kernel/DefaultUndoManager$Interaction;)Lorg/argouml/kernel/DefaultUndoManager$Interaction;
	Note: 

ExceptionalInterface error: O método não foi encontrado nos arquivos coloridos.
	Exception: [IllegalArgumentException]
	Method: Lorg/argouml/uml/cognitive/UMLDecision#<clinit>()V
	Note: 

ExceptionalInterface error: O método não foi encontrado nos arquivos coloridos.
	Exception: [IllegalArgumentException]
	Method: Lorg/argouml/profile/internal/ProfileUML$1#getDefaultAttributeType()Ljava/lang/Object;
	Note: 

ExceptionalInterface error: O método não foi encontrado nos arquivos coloridos.
	Exception: [IllegalArgumentException]
	Method: Lorg/argouml/profile/internal/ProfileJava$1#getDefaultParameterType()Ljava/lang/Object;
	Note: 

ExceptionalInterface error: O método não foi encontrado nos arquivos coloridos.
	Exception: [IllegalArgumentException]
	Method: Lorg/argouml/kernel/ProjectImpl#<clinit>()V
	Note: 

ExceptionalInterface error: O método não foi encontrado nos arquivos coloridos.
	Exception: [IllegalArgumentException, RuntimeException]
	Method: Lorg/argouml/kernel/ProjectManager#access$4(Lorg/argouml/kernel/ProjectManager;)V
	Note: 

ExceptionalInterface error: O método não foi encontrado nos arquivos coloridos.
	Exception: [IllegalArgumentException]
	Method: Lorg/argouml/profile/internal/ProfileUML$1#getDefaultParameterType()Ljava/lang/Object;
	Note: 

ExceptionalInterface error: O método não foi encontrado nos arquivos coloridos.
	Exception: [IllegalArgumentException]
	Method: Lorg/argouml/cognitive/Critic#<clinit>()V
	Note: 

ExceptionalInterface error: O método não foi encontrado nos arquivos coloridos.
	Exception: [IllegalArgumentException]
	Method: Lorg/argouml/uml/diagram/DiagramFactory#createDiagram(Lorg/argouml/uml/diagram/DiagramFactory$DiagramType;Ljava/lang/Object;Ljava/lang/Object;)Lorg/argouml/uml/diagram/ArgoDiagram;
	Note: 

ExceptionalInterface error: O método não foi encontrado nos arquivos coloridos.
	Exception: [IllegalArgumentException]
	Method: Lorg/argouml/cognitive/Decision#<clinit>()V
	Note: 

